sample_name	sample_name_original	barcode_prefix	sample_type	emp500_shotgun_assembly_sample_name	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_sampling_material	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	read_count_shotgun_woltka_norm	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_norm_10perc_min6550_richness	alpha_shotgun_woltka_norm_10perc_min6550_shannon	alpha_shotgun_woltka_norm_10perc_min6550_faithspd	alpha_shotgun_woltka_norm_10perc_rar6550_richness	alpha_shotgun_woltka_norm_10perc_rar6550_shannon	alpha_shotgun_woltka_norm_10perc_rar6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_min6550_richness	alpha_shotgun_woltka_norm_noSingletons_min6550_shannon	alpha_shotgun_woltka_norm_noSingletons_min6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_rar6550_richness	alpha_shotgun_woltka_norm_noSingletons_rar6550_shannon	alpha_shotgun_woltka_norm_noSingletons_rar6550_faithspd	alpha_lcms_cmn_microbial_shannon	alpha_lcms_cmn_microbial_richness	alpha_lcms_cmn_shannon	alpha_lcms_cmn_richness	alpha_lcms_fbmn_microbial_richness	alpha_lcms_fbmn_microbial_noSingletons_richness	alpha_gcms_filt50_shannon	alpha_gcms_filt50_richness	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material	songbird_trainTest_8020_empo_4
13114.berry.2.s003	Berry2.sediment.Do21	berry.2.s003	sediment	sediment_lake	EMP_Feces_berry_2_s003_a03_M_091	91	note applicable	UCSD	1D11_1_64_berry-2-s003-a04.mzML	1D11_1_64_berry-2-s003-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/13/02 0:00	0.21	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do21	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	13640507	7892	14113	14992	341	6.461248879	69.94208008	335	6.462117594	69.42203031	744	7.610885701	184.5647223	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	878	7.9721358475994695	151.98265898660316	778	7.942910869751722	138.54360086140946	878	7.9721358475994695	151.98265898660316	778	7.942910869751722	138.54360086140946	2.5946469404384285	9	4.980698633586336	86	3746	3746	4.342864267423684	183	Train	Test	Train	Train	Train
13114.berry.2.s004	Berry2.sediment.Do41	berry.2.s004	sediment	sediment_lake	EMP_Feces_berry_2_s004_a03_M_092	92	note applicable	UCSD	1C7_1_41_berry-2-s004-a04.mzML	1C7_1_41_berry-2-s004-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/13/02 0:00	0.41	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do41	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	6355810	5919	2514	8059	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	232	5.458109767	83.89421426	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.424413826780201	8	5.098587728718597	77	3687	3687	4.056436998341233	181	Test	Test	Train	Train	Test
13114.berry.2.s005	Berry2.sediment.Do51	berry.2.s005	sediment	sediment_lake	EMP_Feces_berry_2_s005_a03_M_093	93	note applicable	UCSD	1B3_1_21_berry-2-s005-a04.mzML	1B3_1_21_berry-2-s005-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/13/02 0:00	0.51	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do51	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	3219287	3465	6315	4097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	336	5.02873192	100.6665178	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.614160405255195	12	5.489058271307132	78	3440	3440	3.8686491073022773	175	Test	Test	Train	Train	Train
13114.berry.2.s006	Berry2.sediment.Do70	berry.2.s006	sediment	sediment_lake	EMP_Feces_berry_2_s006_a03_M_094	94	note applicable	UCSD	1D2_1_52_berry-2-s006-a04.mzML	1D2_1_52_berry-2-s006-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/13/02 0:00	0.7	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do70	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9615256	208059	2690596	2506599	326	3.477884109	77.92650038	86	3.475192013	24.20057211	701	4.029046011	175.5962525	700	4.02891066	175.2668542	236	3.947429018	66.60306227	1086	3.3729829558685527	182.97601220851766	116	3.3385844834920344	25.9575708886739	1086	3.3729829558685527	182.97601220851766	116	3.3385844834920344	25.9575708886739	1.474124573704637	5	4.486968523361287	74	3482	3482	3.71494357286448	167	Train	Test	Train	Train	Train
13114.berry.2.s007	Berry2.sediment.Pi5	berry.2.s007	sediment	sediment_lake	EMP_Feces_berry_2_s007_a03_M_098	98	note applicable	UCSD	1B6_1_27_berry-2-s007-a04.mzML	1B6_1_27_berry-2-s007-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/21/02 0:00	0.05	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi5	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	3081491	2442	8926	5037	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	435	6.836458057	109.957773	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.605488599852644	12	5.358506139313835	108	3707	3707	4.103632350312562	187	Train	Test	Train	Train	Test
13114.berry.2.s008	Berry2.sediment.Pi11	berry.2.s008	sediment	sediment_lake	EMP_Feces_berry_2_s008_a03_M_096	96	note applicable	UCSD	1E3_1_73_berry-2-s008-a04.mzML	1E3_1_73_berry-2-s008-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/21/02 0:00	0.11	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi11	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	15823305	11736	18536	19438	376	6.884871531	77.56692278	368	6.864681908	76.58953462	888	7.007736836	205.2633383	880	6.99572021	203.2265606	851	6.983747906	198.6045259	939	7.48020301773587	162.28273713202543	773	7.421901106239603	141.4575539587845	939	7.48020301773587	162.28273713202543	773	7.421901106239603	141.4575539587845	3.8371073958681494	23	5.419990017064383	200	3660	3660	4.584018536257618	187	Train	Test	Train	Train	Train
13114.berry.2.s009	Berry2.sediment.Pi31	berry.2.s009	sediment	sediment_lake	EMP_Feces_berry_2_s009_a03_M_097	97	note applicable	UCSD	1A2_1_2_berry-2-s009-a04.mzML	1A2_1_2_berry-2-s009-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/21/02 0:00	0.31	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi31	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14497052	7046	8882	11245	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	605	7.684290567	151.1533907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	689	7.8310231231749174	120.92469619326948	687	7.83495789347103	120.69336621575712	689	7.8310231231749174	120.92469619326948	687	7.83495789347103	120.69336621575712	3.155884309527656	13	5.360769202133169	116	3812	3812	4.084099686327797	185	Test	Test	Train	Train	Train
13114.berry.2.s010	Berry2.sediment.Pi61	berry.2.s010	sediment	sediment_lake	EMP_Feces_berry_2_s010_a03_M_099	99	note applicable	UCSD	1C11_1_45_berry-2-s010-a04.mzML	1C11_1_45_berry-2-s010-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/21/02 0:00	0.61	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi61	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9802326	5615	6159	9451	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	328	5.434877739	105.7452887	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1.8001785344591092	6	4.557082286592221	73	3618	3618	3.8216021622690852	179	Test	Test	Train	Train	Train
13114.berry.2.s011	Berry2.sediment.Pi71	berry.2.s011	sediment	sediment_lake	EMP_Feces_berry_2_s011_a03_M_001	1	note applicable	UCSD	1D3_1_53_berry-2-s011-a04.mzML	1D3_1_53_berry-2-s011-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/21/02 0:00	0.71	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi71	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9211503	5489	2712	6974	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	330	4.8814695	107.7628421	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.112823861664368	15	6.075783401782151	95	3754	3754	4.221022990168307	187	Train	Test	Train	Train	Train
13114.berry.2.s012	Berry2.sediment.Pi101	berry.2.s012	sediment	sediment_lake	EMP_Feces_berry_2_s012_a03_M_095	95	note applicable	UCSD	1E4_1_74_berry-2-s012-a04.mzML	1E4_1_74_berry-2-s012-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	8/21/02 0:00	1.01	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi101	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	3574746	2420	796	2754	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	177	3.673332103	65.55962958	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.967235926087754	14	5.889433770571654	101	3783	3783	4.023977491976094	175	Test	Test	Train	Train	Train
13114.berry.2.s013	Berry2.sediment.Un6	berry.2.s013	sediment	sediment_lake	EMP_Feces_berry_2_s013_a03_M_259	259	note applicable	UCSD	1A7_1_9_berry-2-s013-a04.mzML	1A7_1_9_berry-2-s013-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	3/14/02 0:00	0.06	not applicable	Freshwater sediment core slice from Uncas Pond MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un6	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14528843	15277	19574	22291	466	6.682778764	85.49803129	396	6.615554284	73.50430852	1000	7.555438136	226.1156592	994	7.550340231	224.2916281	860	7.511376252	200.8728756	1057	8.22535022895958	170.94121153797914	850	8.135182313180668	142.65429384123786	1057	8.22535022895958	170.94121153797914	850	8.135182313180668	142.65429384123786	0.8840263630846403	4	4.464317278332616	67	3299	3299	4.140798664792761	189	Train	Test	Train	Train	Test
13114.berry.2.s014	Berry2.sediment.Un12	berry.2.s014	sediment	sediment_lake	EMP_Feces_berry_2_s014_a03_M_003	3	note applicable	UCSD	1B11_1_32_berry-2-s014-a04.mzML	1B11_1_32_berry-2-s014-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	3/14/02 0:00	0.12	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un12	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14249291	18676	21468	27285	417	6.489908718	76.20975683	363	6.416948336	68.61040337	951	7.216033792	216.1665115	945	7.212641784	214.4188435	766	7.163522575	179.4660064	955	7.750576645570635	154.49607091114262	727	7.660977703255533	120.51463551252618	955	7.750576645570635	154.49607091114262	727	7.660977703255533	120.51463551252618	2.6042453665229655	11	4.381213202693916	93	3711	3711	4.4003042688930964	183	Train	Train	Train	Train	Train
